tweets,labels,predictions
"Having a strong immune system

Is what prevents you from getting cancer, the flu,  the coronavirus and other sickness

Here are some things that you can do to build up a strong immune system","Having a strong immune system Is what prevents you from getting cancer, the flu, the coronavirus and other sickness.","Having a strong immune system Is what prevents you from getting cancer, the flu"
"let us face it, unless a CURE is found, we all have to suffer with #COVID19 to be able to get back to normal, sad but true fact. Testing just says if you have it. Antibodies test would tell you if you have had it. Nothing is  sure as contracting it and getting over it","unless a CURE is found, we all have to suffer with #COVID19.","unless a CURE is found, we all have to suffer with #COVID"
I heard they found a cure for the Coronavirus..... Lick some salt and suck a lime,they found a cure for the Coronavirus.,a cure for the Coronavirus..... Lick some salt and suck a lime
RT @peyton_6127: if you swam in Sardis as a kid ur immune to the coronavirus,if you swam in Sardis as a kid ur immune to the coronavirus.,if you swam in Sardis as a kid ur immune to
"From 1999-2014, Ukraine donated more money to the Clinton Foundation than any other foreign country. Biden, Pelosi, Kerry, & Romney all have children working for Ukrainian gas companies. And all of the people I mentioned want Trump impeached. Are you connecting the dots yet? 🤔 — Educating Liberals (@Education4Libs) October 8, 2019","From 1999-2014, Ukraine donated more money to the Clinton Foundation than any other foreign country.Biden, Pelosi, Kerry, & Romney all have children working for Ukrainian gas companies.","From 1999-2014, Ukraine donated more money to the Clinton Foundation than any other foreign country."
"PREVENTION IS BETTER THAN CURE.
 #COVID19 IS REAL. PLEASE PROTECT YOURSELVES OUT THERE.WEAR YOUR MASK,WASH YOUR HANDS THOROUGHLY UNDER RUNNING WATER,NO HANDSHAKES.
 
 NATIONAL IMAM LEADING BY EXAMPLE 
 
 CMBOSS NEWS",#COVID19 IS REAL.,PREVENTION IS BETTER THAN CURE.#COVID19 IS REAL
"Kennedy said at Columbia: “The high office of President has been used to foment a plot against the American citizens, and before I leave office I must inform them of their plight.” — Ron (@ron_herrema_) November 14, 2018",“The high office of President has been used to foment a plot against the American citizens.,“The high office of President has been used to foment a plot against the American citizens
Damn it really works thanks to @realDonaldTrump @POTUS @Lysol i am life free 🙏🏽 check the experience right here guys https://t.co/qC4h9V8ysd @TheDailyShow @Trevornoah #disinfectant #Trump #covid19 #coronavirus #Clorox Corona Update,it really works.,it really works thanks to @realDonaldTrump @POTUS @Ly
"The label on a can of Lysol spray I have says, It is a violation of Federal law to use this product in a manner inconsistent with its labeling","The label on a can of Lysol spray I have says, It is a violation of Federal law to use this product in a manner inconsistent with its labeling.","The label on a can of Lysol spray I have says, It is a violation"
"Update: Mixed helium &amp; nitric oxide could be important in early diagnosis for coronavirus infections because helium alleviates hypoxia &amp; inhaled nitric oxide prevents clots in the lungs of #COVID19 patients: Alexander Chuschalin, at State Medical University of Pyrogov in #Russia",Mixed helium &amp; nitric oxide could be important in early diagnosis for coronavirus infections.,Mixed helium &amp; nitric oxide could be important in early diagnosis
"Pneumonia and flu shots could be helpful, not against Covid-19, but to prevent you from being in a weakened state, which could make Covid-19 fatal","Pneumonia and flu shots could be helpful, not against Covid-19, but to prevent you from being in a weakened state.","Pneumonia and flu shots could be helpful, not against Covid-19, but to"
"Abba Kyari has been sacked and replaced with Abiola Ajimobi is fake news.

President Buhari held his press conference from Cuba is fake news.

#Coronavirus is fake, that it does not exist is fake news.

Please verify your news before believing and sharing.

No2 Fake News","Abba Kyari has been sacked and replaced with Abiola Ajimobi is fake news.President Buhari held his press conference from Cuba is fake news.#Coronavirus is fake, that it does not exist is fake news.",Abba Kyari has been sacked and replaced with Abiola Ajimobi
corona update a good news for our state the pt undergoing treatment at rggh is tested negative for coronathis speedy recovery is possible only because of the meticulous treatment amp expertise of tnhealth to handle exigencies as of now tn is corona free cvb,the pt undergoing treatment at rggh is tested negative for coronathis.speedy recovery is possible only because of the meticulous treatment amp expertise of tnhealth.,the pt undergoing treatment at rggh is tested negative for corona
Reports that Hong Kong may have already developed a #coronavirus vaccine!!!   #China,Kong may have already developed a #coronavirus vaccine.,Hong Kong may have already developed a #coronavirus vaccine.
"@geoff_p_wade The #coronavirus outbreak hit the whole world because CCP has started #biowar to the human being on the earth

#coronavirus is #CCPVirus that was made in the Wuhan F4 lab by CCP.
It is used as Bio Weapon by CCP and killed tens of thousands of people in China",CCP has started #biowar to the human being on the earth.#coronavirus is #CCPVirus that was made in the Wuhan F4 lab by CCP.used as Bio Weapon by CCP and killed tens of thousands of people in China.,The #coronavirus outbreak hit the whole world because CCP has started #biowar
Vietnam was the first country to fully contain SARS and COVID-19 (with no deaths) and developed a quick-test kit in one month that the WHO says should have taken four years. WHO is now consulting with Vietnam to get help for the global crisis. Of course this is not in our news,Vietnam was the first country to fully contain SARS and COVID-19 (with no deaths.developed a quick-test kit in one month.WHO is now consulting with Vietnam to get help for the global crisis.,Vietnam was the first country to fully contain SARS and COVID-19 (with no deaths
"I encourage everyone voting GOP to mainline Clorox or Lysol, while deep throating a black light to cleans  your body of this invisible scourge. Tide pods may intensify this effect. #Darwin #Darwinism #coronavirus",Tide pods may intensify this effect.,deep throating a black light to cleans your body of this invisible scourge
Trump-loving conspiracy nuts tout drinking bleach as a ‘miracle’ cure for coronavirus,Trump-loving conspiracy nuts tout drinking bleach as a ‘miracle’ cure for coronavirus.,drinking bleach as a ‘miracle’ cure for coronavirus.
this is unbelievable it reportedly took macrons threat to close the uk border for boris johnson to finally shutdown bars and restaurants the elysee refers to uk policy as benign neglect this failure of leadership is costing lives,took macrons threat to close the uk border for boris johnson to finally shutdown bars and restaurants.this failure of leadership is costing lives.,it reportedly took macrons threat to close the uk border for boris 
@RobertAlai If we can not beat a mere locust invasion how are we supposed to cure an incurable coronavirus!!!it will wipe as all dead,!!!it will wipe as all dead.,If we can not beat a mere locust invasion.
patients with covid19 have reportedly had mild to severe respiratory illness symptoms include fever cough or shortness of breath learn more about covid19 symptoms,patients with covid19 have reportedly had mild to severe respiratory illness symptoms.,patients with covid19 have reportedly had mild to severe respiratory illness symptoms include fever cough or
RT @ImBradySmith: If you ever drank a Strong Island from the forum you are immune to the corona virus,If you ever drank a Strong Island from the forum you are immune to the corona virus.,If you ever drank a Strong Island from the forum you are immune to the cor
"Is #California's ability to flatten the #Coronavirus curve due to herd immunity developed last year? Researchers are looking into a theory that #COVID19 hit the state months ago, making a percentage of the population immune and slowing the current spread of infection @NBCLA","#COVID19 hit the state months ago, making a percentage of the population immune and slowing the current spread of infection.",#California's ability to flatten the #Coronavirus
